Point_ID,Vegetation_Layer,Percent_Cover,Species_Code,Scientific_Name,Common_Name
AA40091,Herb,30,typdom,Typha domingensis,Southern Cattail
AA40091,Herb,10,bleser,Blechnum serrulatum,Toothed Midsorus Fern
AA40154,Herb,60,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA40154,Herb,20,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA40154,Herb,20,saglan,Sagittaria lancifolia,Bulltongue Arrowhead
AA40061,Herb,65,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA40061,Herb,10,typdom,Typha domingensis,Southern Cattail
AA40061,Herb,20,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA40061,Herb,5,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA40125,Herb,60,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA40125,Herb,10,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA40125,Herb,20,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA40125,Herb,10,saglan,Sagittaria lancifolia,Bulltongue Arrowhead
AA40114,Herb,50,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA40114,Herb,5,saglan,Sagittaria lancifolia,Bulltongue Arrowhead
AA40114,Herb,10,phraus,Phragmites australis,Common Reed
AA40114,Herb,5,tilutr,Tillandsia utriculata,Giant Airplant
AA40114,Herb,10,typdom,Typha domingensis,Southern Cattail
AA40114,Herb,5,criame,Crinum americanum,Seven Sisters
AA40114,Herb,10,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA40114,Herb,5,rhytra,Rhynchospora tracyi,Tracy's Beaksedge
AA40100,Herb,70,tilutr,Tillandsia utriculata,Giant Airplant
AA40100,Herb,20,nepexa,Nephrolepis exaltata,Sword Fern
AA40100,Herb,10,thagen,Thalia geniculata,Alligatorflag
AA40032,Herb,5,oxyfil,Oxypolis filiformis,Water Cowbane
AA40032,Herb,50,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA40032,Herb,45,tilutr,Tillandsia utriculata,Giant Airplant
AA40075,Herb,10,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA40075,Herb,60,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA40075,Herb,10,tilutr,Tillandsia utriculata,Giant Airplant
AA40075,Herb,20,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA40109,Herb,44,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA40109,Herb,10,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA40109,Herb,10,criame,Crinum americanum,Seven Sisters
AA40109,Herb,20,rhytra,Rhynchospora tracyi,Tracy's Beaksedge
AA40109,Herb,10,schrhi,Schizachyrium rhizomatum,Florida Little Bluestem
AA40109,Herb,1,phraus,Phragmites australis,Common Reed
AA40109,Herb,5,spabak,Spartina bakeri,Sand Cordgrass
AA40011,Herb,50,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA40011,Herb,30,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA40011,Herb,10,rhytra,Rhynchospora tracyi,Tracy's Beaksedge
AA40011,Herb,10,utrfol,Utricularia foliosa,Leafy Bladderwort
AA40211,Herb,50,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA40211,Herb,40,typdom,Typha domingensis,Southern Cattail
AA40211,Herb,10,bleser,Blechnum serrulatum,Toothed Midsorus Fern
AA40113,Herb,60,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA40113,Herb,10,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA40113,Herb,10,bleser,Blechnum serrulatum,Toothed Midsorus Fern
AA40113,Herb,10,tilutr,Tillandsia utriculata,Giant Airplant
AA40113,Herb,10,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA40023,Herb,60,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA40023,Herb,40,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA40022,Herb,80,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA40022,Herb,20,utrfol,Utricularia foliosa,Leafy Bladderwort
AA40118,Herb,80,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA40118,Herb,10,typdom,Typha domingensis,Southern Cattail
AA40118,Herb,10,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA40184,Herb,70,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA40184,Herb,10,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA40184,Herb,10,junroe,Juncus roemerianus,Needle Rush
AA40184,Herb,10,spovir,Sporobolus virginicus,Seashore Dropseed
AA40207,Herb,20,rhabif,Rhabdadenia biflora,Rubbervine
AA40207,Herb,80,acrdan,Acrostichum danaeifolium,Giant Leather Fern
AA40140,Herb,70,acrdan,Acrostichum danaeifolium,Giant Leather Fern
AA40140,Herb,20,rhabif,Rhabdadenia biflora,Rubbervine
AA40140,Herb,10,tilutr,Tillandsia utriculata,Giant Airplant
AA40102,Herb,100,batmar,Batis maritima,Saltwort
AA40015,Herb,40,acrdan,Acrostichum danaeifolium,Giant Leather Fern
AA40015,Herb,60,batmar,Batis maritima,Saltwort
AA40003,Herb,90,spabak,Spartina bakeri,Sand Cordgrass
AA40003,Herb,10,pasvag,Paspalum vaginatum,Seashore Paspalum
AA40005,Herb,70,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA40005,Herb,10,sabpal,Sabal palmetto,Cabbage Palm
AA40005,Herb,20,bleser,Blechnum serrulatum,Toothed Midsorus Fern
AA40006,Herb,50,bleser,Blechnum serrulatum,Toothed Midsorus Fern
AA40006,Herb,50,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA40156,Herb,70,bleser,Blechnum serrulatum,Toothed Midsorus Fern
AA40156,Herb,30,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA40004,Herb,70,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA40004,Herb,20,lygmic,Lygodium microphyllum,Old World Climbing Fern
AA40004,Herb,10,bleser,Blechnum serrulatum,Toothed Midsorus Fern
AA40222,Herb,70,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA40222,Herb,30,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA40186,Herb,90,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA40186,Herb,10,sabpal,Sabal palmetto,Cabbage Palm
AA40240,Herb,30,acrdan,Acrostichum danaeifolium,Giant Leather Fern
AA40240,Herb,70,junroe,Juncus roemerianus,Needle Rush
AA40164,Herb,30,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA40164,Herb,65,junroe,Juncus roemerianus,Needle Rush
AA40164,Herb,5,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA40018,Herb,100,acrdan,Acrostichum danaeifolium,Giant Leather Fern
AA30006,Herb,100,junroe,Juncus roemerianus,Needle Rush
AA40168,Herb,90,spabak,Spartina bakeri,Sand Cordgrass
AA40168,Herb,5,lygmic,Lygodium microphyllum,Old World Climbing Fern
AA40168,Herb,5,sarcla,Sarcostemma clausum,White Twinevine
AA30029,Herb,5,nymodo,Nymphaea odorata,American White Waterlily
AA30017,Herb,60,spabak,Spartina bakeri,Sand Cordgrass
AA30017,Herb,20,sespor,Sesuvium portulacastrum,Shoreline Seapurslane
AA30017,Herb,20,junroe,Juncus roemerianus,Needle Rush
AA30005,Herb,100,junroe,Juncus roemerianus,Needle Rush
AA30139,Herb,95,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA10054,Shrub,100,taxdis,Taxodium distichum,Bald Crypress
AA10050,Shrub,100,taxdis,Taxodium distichum,Bald Crypress
AA10037,Shrub,30,chrica,Chrysobalanus icaco,Cocoplum
AA10037,Shrub,60,morcer,Morella cerifera,Wax Myrtle
AA10037,Shrub,10,ilecas,Ilex cassine,Dahoon
AA10011,Shrub,50,anngla,Annona glabra,Pond Apple
AA10011,Shrub,50,salcar,Salix caroliniana,Carolina Willow
AA10045,Shrub,10,taxdis,Taxodium distichum,Bald Crypress
AA10045,Shrub,90,anngla,Annona glabra,Pond Apple
AA10046,Shrub,70,anngla,Annona glabra,Pond Apple
AA10046,Shrub,30,chrica,Chrysobalanus icaco,Cocoplum
AA10007,Shrub,100,anngla,Annona glabra,Pond Apple
AA10001,Shrub,100,anngla,Annona glabra,Pond Apple
AA10030,Shrub,40,chrica,Chrysobalanus icaco,Cocoplum
AA10030,Shrub,50,anngla,Annona glabra,Pond Apple
AA10030,Shrub,10,magvir,Magnolia virginiana,Sweetbay
AA10025,Shrub,100,aespra,Aeschynomene pratensis,Meadow Jointvetch
AA10038,Shrub,100,aespra,Aeschynomene pratensis,Meadow Jointvetch
AA10013,Shrub,100,anngla,Annona glabra,Pond Apple
AA10015,Shrub,100,aespra,Aeschynomene pratensis,Meadow Jointvetch
AA10091,Shrub,100,aespra,Aeschynomene pratensis,Meadow Jointvetch
AA10093,Shrub,50,salcar,Salix caroliniana,Carolina Willow
AA10093,Shrub,50,magvir,Magnolia virginiana,Sweetbay
AA10086,Shrub,100,anngla,Annona glabra,Pond Apple
AA10080,Shrub,80,morcer,Morella cerifera,Wax Myrtle
AA10080,Shrub,10,magvir,Magnolia virginiana,Sweetbay
AA10080,Shrub,5,anngla,Annona glabra,Pond Apple
AA10080,Shrub,50,ilecas,Ilex cassine,Dahoon
AA10083,Shrub,100,salcar,Salix caroliniana,Carolina Willow
AA10065,Shrub,100,anngla,Annona glabra,Pond Apple
AA10136,Shrub,90,anngla,Annona glabra,Pond Apple
AA10136,Shrub,5,salcar,Salix caroliniana,Carolina Willow
AA10136,Shrub,5,morcer,Morella cerifera,Wax Myrtle
AA10122,Shrub,70,chrica,Chrysobalanus icaco,Cocoplum
AA10122,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA10122,Shrub,5,salcar,Salix caroliniana,Carolina Willow
AA10122,Shrub,5,ilecas,Ilex cassine,Dahoon
AA10137,Shrub,60,salcar,Salix caroliniana,Carolina Willow
AA10137,Shrub,10,anngla,Annona glabra,Pond Apple
AA10137,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA10137,Shrub,10,ilecas,Ilex cassine,Dahoon
AA10081,Shrub,100,anngla,Annona glabra,Pond Apple
AA10218,Shrub,60,morcer,Morella cerifera,Wax Myrtle
AA10218,Shrub,40,chrica,Chrysobalanus icaco,Cocoplum
AA10278,Shrub,30,morcer,Morella cerifera,Wax Myrtle
AA10278,Shrub,70,salcar,Salix caroliniana,Carolina Willow
AA10279,Shrub,80,morcer,Morella cerifera,Wax Myrtle
AA10279,Shrub,20,schter,Schinus terebinthifolius,Brazilian Pepper
AA10217,Shrub,70,morcer,Morella cerifera,Wax Myrtle
AA10217,Shrub,20,chrica,Chrysobalanus icaco,Cocoplum
AA10217,Shrub,5,magvir,Magnolia virginiana,Sweetbay
AA10070,Shrub,30,salcar,Salix caroliniana,Carolina Willow
AA10070,Shrub,20,perbor,Persea borbonia,Red Bay
AA10070,Shrub,50,anngla,Annona glabra,Pond Apple
AA10069,Shrub,50,anngla,Annona glabra,Pond Apple
AA10069,Shrub,10,chrica,Chrysobalanus icaco,Cocoplum
AA10069,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA10069,Shrub,20,perbor,Persea borbonia,Red Bay
AA10264,Shrub,100,perbor,Persea borbonia,Red Bay
AA10225,Shrub,100,aespra,Aeschynomene pratensis,Meadow Jointvetch
AA10266,Shrub,60,morcer,Morella cerifera,Wax Myrtle
AA10266,Shrub,40,chrica,Chrysobalanus icaco,Cocoplum
AA10268,Shrub,70,chrica,Chrysobalanus icaco,Cocoplum
AA10268,Shrub,30,morcer,Morella cerifera,Wax Myrtle
AA10231,Shrub,70,chrica,Chrysobalanus icaco,Cocoplum
AA10231,Shrub,30,morcer,Morella cerifera,Wax Myrtle
AA10205,Shrub,100,taxdis,Taxodium distichum,Bald Crypress
AA10199,Shrub,100,rhiman,Rhizophora mangle,Red Mangrove
AA10194,Shrub,100,rhiman,Rhizophora mangle,Red Mangrove
AA10282,Shrub,100,serrep,Serenoa repens,Saw Palmetto
AA10270,Shrub,40,rhiman,Rhizophora mangle,Red Mangrove
AA10270,Shrub,40,mettox,Metopium toxiferum,Florida Posiontree
AA10270,Shrub,10,ilecas,Ilex cassine,Dahoon
AA10270,Shrub,10,magvir,Magnolia virginiana,Sweetbay
AA10187,Shrub,40,rhiman,Rhizophora mangle,Red Mangrove
AA10187,Shrub,60,taxdis,Taxodium distichum,Bald Crypress
AA10283,Shrub,60,serrep,Serenoa repens,Saw Palmetto
AA10283,Shrub,40,chrica,Chrysobalanus icaco,Cocoplum
AA10260,Shrub,,pinell,Pinus elliottii,Slash Pine
AA10260,Shrub,,serrep,Serenoa repens,Saw Palmetto
AA10260,Shrub,,morcer,Morella cerifera,Wax Myrtle
AA10260,Shrub,,sabpal,Sabal palmetto,Cabbage Palm
AA10260,Shrub,,sidsal,Sideroxylon salicifolium,Willow Bustic
AA10250,Shrub,62,taxdis,Taxodium distichum,Bald Crypress
AA10152,Shrub,30,others,,
AA10008,Shrub,90,salcar,Salix caroliniana,Carolina Willow
AA10250,Shrub,19,morcer,Morella cerifera,Wax Myrtle
AA10250,Shrub,19,anngla,Annona glabra,Pond Apple
AA10182,Shrub,25,acowri,Acoelorraphe wrightii,Everglades Palm
AA10182,Shrub,30,morcer,Morella cerifera,Wax Myrtle
AA10182,Shrub,25,magvir,Magnolia virginiana,Sweetbay
AA10182,Shrub,10,myrflo,Myrsine floridana,Guianese Colicwood
AA10182,Shrub,10,sabpal,Sabal palmetto,Cabbage Palm
AA10189,Shrub,10,serrep,Serenoa repens,Saw Palmetto
AA10189,Shrub,10,sabpal,Sabal palmetto,Cabbage Palm
AA10189,Shrub,10,ilecas,Ilex cassine,Dahoon
AA10189,Shrub,50,taxdis,Taxodium distichum,Bald Crypress
AA10189,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA10200,Shrub,100,conere,Conocarpus erectus,Buttonwood
AA10281,Shrub,80,serrep,Serenoa repens,Saw Palmetto
AA10281,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA10281,Shrub,10,pinell,Pinus elliottii,Slash Pine
AA10280,Shrub,70,schter,Schinus terebinthifolius,Brazilian Pepper
AA10280,Shrub,10,sabpal,Sabal palmetto,Cabbage Palm
AA10280,Shrub,20,sidsal,Sideroxylon salicifolium,Willow Bustic
AA10204,Shrub,34,serrep,Serenoa repens,Saw Palmetto
AA10204,Shrub,33,sabpal,Sabal palmetto,Cabbage Palm
AA10204,Shrub,33,morcer,Morella cerifera,Wax Myrtle
AA10202,Shrub,50,sabpal,Sabal palmetto,Cabbage Palm
AA10202,Shrub,20,serrep,Serenoa repens,Saw Palmetto
AA10202,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA10202,Shrub,10,magvir,Magnolia virginiana,Sweetbay
AA10202,Shrub,10,sidsal,Sideroxylon salicifolium,Willow Bustic
AA10206,Shrub,20,sidsal,Sideroxylon salicifolium,Willow Bustic
AA10206,Shrub,15,sabpal,Sabal palmetto,Cabbage Palm
AA10206,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA10206,Shrub,5,cocdiv,Coccoloba diversifolia,Tietongue
AA10206,Shrub,50,serrep,Serenoa repens,Saw Palmetto
AA10139,Shrub,90,serrep,Serenoa repens,Saw Palmetto
AA10139,Shrub,10,pinell,Pinus elliottii,Slash Pine
AA10145,Shrub,100,taxdis,Taxodium distichum,Bald Crypress
AA10267,Shrub,100,taxdis,Taxodium distichum,Bald Crypress
AA10154,Shrub,25,morcer,Morella cerifera,Wax Myrtle
AA10154,Shrub,5,mettox,Metopium toxiferum,Florida Posiontree
AA10154,Shrub,30,taxdis,Taxodium distichum,Bald Crypress
AA10154,Shrub,15,conere,Conocarpus erectus,Buttonwood
AA10154,Shrub,20,serrep,Serenoa repens,Saw Palmetto
AA10154,Shrub,5,ilecas,Ilex cassine,Dahoon
AA10150,Shrub,30,pinell,Pinus elliottii,Slash Pine
AA10150,Shrub,30,serrep,Serenoa repens,Saw Palmetto
AA10150,Shrub,30,morcer,Morella cerifera,Wax Myrtle
AA10150,Shrub,10,sidsal,Sideroxylon salicifolium,Willow Bustic
AA10285,Shrub,40,morcer,Morella cerifera,Wax Myrtle
AA10285,Shrub,60,sidsal,Sideroxylon salicifolium,Willow Bustic
AA10143,Shrub,40,serrep,Serenoa repens,Saw Palmetto
AA10143,Shrub,30,sabpal,Sabal palmetto,Cabbage Palm
AA10143,Shrub,30,others,,
AA10207,Shrub,60,perbor,Persea borbonia,Red Bay
AA10207,Shrub,40,sabpal,Sabal palmetto,Cabbage Palm
AA10146,Shrub,30,morcer,Morella cerifera,Wax Myrtle
AA10146,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA10146,Shrub,20,pinell,Pinus elliottii,Slash Pine
AA10146,Shrub,10,serrep,Serenoa repens,Saw Palmetto
AA10146,Shrub,20,others,,
AA10144,Shrub,40,serrep,Serenoa repens,Saw Palmetto
AA10144,Shrub,30,sabpal,Sabal palmetto,Cabbage Palm
AA10144,Shrub,30,others,,
AA10140,Shrub,60,schter,Schinus terebinthifolius,Brazilian Pepper
AA10140,Shrub,20,sidsal,Sideroxylon salicifolium,Willow Bustic
AA10140,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA10209,Shrub,80,schter,Schinus terebinthifolius,Brazilian Pepper
AA10209,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA10272,Shrub,70,sidsal,Sideroxylon salicifolium,Willow Bustic
AA10272,Shrub,30,others,,
AA10258,Shrub,100,sidrec,Sideroxylon reclinatum,Florida Bully
AA10274,Shrub,20,schter,Schinus terebinthifolius,Brazilian Pepper
AA10274,Shrub,60,sidsal,Sideroxylon salicifolium,Willow Bustic
AA10274,Shrub,20,sabpal,Sabal palmetto,Cabbage Palm
AA10208,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA10208,Shrub,40,morcer,Morella cerifera,Wax Myrtle
AA10208,Shrub,10,sidsal,Sideroxylon salicifolium,Willow Bustic
AA10208,Shrub,30,sabpal,Sabal palmetto,Cabbage Palm
AA10232,Shrub,60,serrep,Serenoa repens,Saw Palmetto
AA10232,Shrub,30,morcer,Morella cerifera,Wax Myrtle
AA10232,Shrub,10,sabpal,Sabal palmetto,Cabbage Palm
AA10275,Shrub,50,sidsal,Sideroxylon salicifolium,Willow Bustic
AA10275,Shrub,50,others,,
AA10195,Shrub,100,taxdis,Taxodium distichum,Bald Crypress
AA10190,Shrub,100,taxdis,Taxodium distichum,Bald Crypress
AA10179,Shrub,100,taxdis,Taxodium distichum,Bald Crypress
AA10210,Shrub,100,rhiman,Rhizophora mangle,Red Mangrove
AA10255,Shrub,40,salcar,Salix caroliniana,Carolina Willow
AA10255,Shrub,60,perbor,Persea borbonia,Red Bay
AA10248,Shrub,100,rhiman,Rhizophora mangle,Red Mangrove
AA10254,Shrub,35,chrica,Chrysobalanus icaco,Cocoplum
AA10254,Shrub,5,rhiman,Rhizophora mangle,Red Mangrove
AA10254,Shrub,30,perbor,Persea borbonia,Red Bay
AA10254,Shrub,30,morcer,Morella cerifera,Wax Myrtle
AA10245,Shrub,20,chrica,Chrysobalanus icaco,Cocoplum
AA10245,Shrub,10,salcar,Salix caroliniana,Carolina Willow
AA10245,Shrub,10,perbor,Persea borbonia,Red Bay
AA10245,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA10245,Shrub,50,rhiman,Rhizophora mangle,Red Mangrove
AA10247,Shrub,80,rhiman,Rhizophora mangle,Red Mangrove
AA10247,Shrub,20,chrica,Chrysobalanus icaco,Cocoplum
AA10246,Shrub,100,rhiman,Rhizophora mangle,Red Mangrove
AA10292,Shrub,10,perbor,Persea borbonia,Red Bay
AA10292,Shrub,45,chrica,Chrysobalanus icaco,Cocoplum
AA10292,Shrub,25,rhiman,Rhizophora mangle,Red Mangrove
AA10292,Shrub,5,taxdis,Taxodium distichum,Bald Crypress
AA10292,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA10242,Shrub,40,rhiman,Rhizophora mangle,Red Mangrove
AA10242,Shrub,60,taxdis,Taxodium distichum,Bald Crypress
AA10191,Shrub,100,taxdis,Taxodium distichum,Bald Crypress
AA10193,Shrub,100,taxdis,Taxodium distichum,Bald Crypress
AA10196,Shrub,80,taxdis,Taxodium distichum,Bald Crypress
AA10196,Shrub,20,perbor,Persea borbonia,Red Bay
AA10230,Shrub,100,taxdis,Taxodium distichum,Bald Crypress
AA10198,Shrub,100,taxdis,Taxodium distichum,Bald Crypress
AA10203,Shrub,100,salcar,Salix caroliniana,Carolina Willow
AA10184,Shrub,80,taxdis,Taxodium distichum,Bald Crypress
AA10184,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA10180,Shrub,70,taxdis,Taxodium distichum,Bald Crypress
AA10180,Shrub,25,morcer,Morella cerifera,Wax Myrtle
AA10180,Shrub,5,chrica,Chrysobalanus icaco,Cocoplum
AA10183,Shrub,60,taxdis,Taxodium distichum,Bald Crypress
AA10183,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA10183,Shrub,20,melqui,Melaleuca quinquenervia,Punktree
AA10185,Shrub,85,taxdis,Taxodium distichum,Bald Crypress
AA10185,Shrub,10,conere,Conocarpus erectus,Buttonwood
AA10185,Shrub,5,morcer,Morella cerifera,Wax Myrtle
AA10186,Shrub,60,taxdis,Taxodium distichum,Bald Crypress
AA10186,Shrub,40,conere,Conocarpus erectus,Buttonwood
AA10188,Shrub,80,taxdis,Taxodium distichum,Bald Crypress
AA10188,Shrub,10,conere,Conocarpus erectus,Buttonwood
AA10188,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA10148,Shrub,40,sidrec,Sideroxylon reclinatum,Florida Bully
AA10148,Shrub,60,stiaqu,Stillingia aquatica,Water Toothleaf
AA10237,Shrub,100,stiaqu,Stillingia aquatica,Water Toothleaf
AA10238,Shrub,100,salcar,Salix caroliniana,Carolina Willow
AA10175,Shrub,10,conere,Conocarpus erectus,Buttonwood
AA10175,Shrub,20,salcar,Salix caroliniana,Carolina Willow
AA10175,Shrub,50,mettox,Metopium toxiferum,Florida Posiontree
AA10175,Shrub,10,ilecas,Ilex cassine,Dahoon
AA10175,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA10178,Shrub,10,conere,Conocarpus erectus,Buttonwood
AA10178,Shrub,10,chrica,Chrysobalanus icaco,Cocoplum
AA10178,Shrub,10,salcar,Salix caroliniana,Carolina Willow
AA10178,Shrub,40,mettox,Metopium toxiferum,Florida Posiontree
AA10178,Shrub,30,sidsal,Sideroxylon salicifolium,Willow Bustic
AA10101,Shrub,50,sidsal,Sideroxylon salicifolium,Willow Bustic
AA10101,Shrub,10,sabpal,Sabal palmetto,Cabbage Palm
AA10101,Shrub,30,mettox,Metopium toxiferum,Florida Posiontree
AA10101,Shrub,10,ilecas,Ilex cassine,Dahoon
AA10223,Shrub,30,morcer,Morella cerifera,Wax Myrtle
AA10223,Shrub,10,ilecas,Ilex cassine,Dahoon
AA10223,Shrub,20,mettox,Metopium toxiferum,Florida Posiontree
AA10223,Shrub,10,sabpal,Sabal palmetto,Cabbage Palm
AA10223,Shrub,20,conere,Conocarpus erectus,Buttonwood
AA10223,Shrub,10,sidrec,Sideroxylon reclinatum,Florida Bully
AA10156,Shrub,30,morcer,Morella cerifera,Wax Myrtle
AA10156,Shrub,20,pinell,Pinus elliottii,Slash Pine
AA10156,Shrub,30,serrep,Serenoa repens,Saw Palmetto
AA10156,Shrub,20,sabpal,Sabal palmetto,Cabbage Palm
AA10149,Shrub,50,serrep,Serenoa repens,Saw Palmetto
AA10149,Shrub,20,sabpal,Sabal palmetto,Cabbage Palm
AA10149,Shrub,20,sidsal,Sideroxylon salicifolium,Willow Bustic
AA10149,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA10147,Shrub,10,pinell,Pinus elliottii,Slash Pine
AA10147,Shrub,50,sidsal,Sideroxylon salicifolium,Willow Bustic
AA10147,Shrub,20,mettox,Metopium toxiferum,Florida Posiontree
AA10147,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA10152,Shrub,20,pinell,Pinus elliottii,Slash Pine
AA10152,Shrub,30,sabpal,Sabal palmetto,Cabbage Palm
AA10152,Shrub,20,serrep,Serenoa repens,Saw Palmetto
AA10153,Shrub,10,pinell,Pinus elliottii,Slash Pine
AA10153,Shrub,30,serrep,Serenoa repens,Saw Palmetto
AA10153,Shrub,30,sidsal,Sideroxylon salicifolium,Willow Bustic
AA10153,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA10153,Shrub,10,sabpal,Sabal palmetto,Cabbage Palm
AA10228,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA10228,Shrub,20,pinell,Pinus elliottii,Slash Pine
AA10228,Shrub,20,sabpal,Sabal palmetto,Cabbage Palm
AA10228,Shrub,20,mettox,Metopium toxiferum,Florida Posiontree
AA10228,Shrub,20,sidsal,Sideroxylon salicifolium,Willow Bustic
AA10160,Shrub,90,salcar,Salix caroliniana,Carolina Willow
AA10160,Shrub,10,sabpal,Sabal palmetto,Cabbage Palm
AA10226,Shrub,10,pinell,Pinus elliottii,Slash Pine
AA10226,Shrub,20,mettox,Metopium toxiferum,Florida Posiontree
AA10226,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA10226,Shrub,50,others,,
AA10166,Shrub,30,pinell,Pinus elliottii,Slash Pine
AA10166,Shrub,40,sidsal,Sideroxylon salicifolium,Willow Bustic
AA10166,Shrub,30,morcer,Morella cerifera,Wax Myrtle
AA10165,Shrub,30,pinell,Pinus elliottii,Slash Pine
AA10165,Shrub,40,morcer,Morella cerifera,Wax Myrtle
AA10165,Shrub,30,conere,Conocarpus erectus,Buttonwood
AA10261,Shrub,15,sidsal,Sideroxylon salicifolium,Willow Bustic
AA10261,Shrub,10,mettox,Metopium toxiferum,Florida Posiontree
AA10261,Shrub,20,ilecas,Ilex cassine,Dahoon
AA10261,Shrub,30,conere,Conocarpus erectus,Buttonwood
AA10261,Shrub,5,sidrec,Sideroxylon reclinatum,Florida Bully
AA10261,Shrub,20,morcer,Morella cerifera,Wax Myrtle
AA10172,Shrub,100,conere,Conocarpus erectus,Buttonwood
AA10236,Shrub,20,sidsal,Sideroxylon salicifolium,Willow Bustic
AA10236,Shrub,10,mettox,Metopium toxiferum,Florida Posiontree
AA10236,Shrub,30,morcer,Morella cerifera,Wax Myrtle
AA10236,Shrub,30,conere,Conocarpus erectus,Buttonwood
AA10236,Shrub,10,cepocc,Cephalanthus occidentalis,Common Buttonbush
AA10170,Shrub,60,conere,Conocarpus erectus,Buttonwood
AA10170,Shrub,20,myrflo,Myrsine floridana,Guianese Colicwood
AA10170,Shrub,20,sabpal,Sabal palmetto,Cabbage Palm
AA10168,Shrub,40,morcer,Morella cerifera,Wax Myrtle
AA10168,Shrub,60,conere,Conocarpus erectus,Buttonwood
AA10161,Shrub,20,cepocc,Cephalanthus occidentalis,Common Buttonbush
AA10161,Shrub,30,conere,Conocarpus erectus,Buttonwood
AA10161,Shrub,10,magvir,Magnolia virginiana,Sweetbay
AA10161,Shrub,20,mettox,Metopium toxiferum,Florida Posiontree
AA10161,Shrub,20,salcar,Salix caroliniana,Carolina Willow
AA10163,Shrub,20,mettox,Metopium toxiferum,Florida Posiontree
AA10163,Shrub,10,salcar,Salix caroliniana,Carolina Willow
AA10163,Shrub,30,cepocc,Cephalanthus occidentalis,Common Buttonbush
AA10163,Shrub,10,morcer,Morella cerifera,Wax Myrtle
AA10163,Shrub,20,chrica,Chrysobalanus icaco,Cocoplum
AA10163,Shrub,20,sidsal,Sideroxylon salicifolium,Willow Bustic
