Point_ID,Visit_Date,Transport_Type,Veg_Code,Veg_Code_Name,Overall_Veg_Cover,Overall_Canopy_Height,Percentage_Tree,Percentage_Shrub,Percentage_Herb,Canopy_Tree,Canopy_Shrub,Canopy_Herb,Cattail,Exotics,Cell_Shape,Notes,decimalLongitude,decimalLatitude
AA10294,8/6/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,40,1,0,10,90,0,2,1,none,,50m x 50m grid cell,Part of tree island on W mostly pteaqu.,-80.61202462,25.60742662
AA10071,8/6/2010 0:00,helicopter,MFGe,Spikerush Marsh,30,1,0,10,90,0,2,1,none,,50m x 50m grid cell,Part of tree island on NE mostly tremic.,-80.60805127,25.60425544
AA10293,8/6/2010 0:00,helicopter,MFGr,Beakrush Marsh,30,1,0,8,92,0,3,1,below threshold,,50m x 50m grid cell,Parts of tree island on NE and SW are mostly tremic.,-80.60607742,25.60789627
AA10067,8/6/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,30,1,0,5,95,0,1,1,below threshold,,50m x 50m grid cell,Small tree island in center.,-80.65293409,25.58089019
AA10066,8/6/2010 0:00,helicopter,MFGXcr,Sawgrass-Rhynchospora Marsh,50,1,0,0,100,0,0,1,none,,50m x 50m grid cell,There are prairie pockets but this is a marsh.,-80.65543109,25.578187
AA10132,8/6/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,40,1,0,10,90,0,2,1,none,,50m x 50m grid cell,Mixed clajam schrhi prairie.,-80.65601921,25.54658233
AA10131,8/6/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,40,1,0,5,95,0,1,1,none,,50m x 50m grid cell,Mixed clajam schrhi prairie.,-80.6495477,25.54701851
AA10138,8/6/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,40,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Part of tree island on S is pteaqu nepexa. There are prairie pockets but this is a marsh.,-80.64003997,25.56415302
AA10060,8/6/2010 0:00,helicopter,MFGPc,Sawgrass Prairie,30,1,0,5,95,0,1,1,none,,50m x 50m grid cell,Parts of tree islands at NW and S. There are prairie pockets but this is a marsh.,-80.63751981,25.57453162
AA10055,8/6/2010 0:00,helicopter,MFGPc,Sawgrass Prairie,50,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.60121027,25.56495541
AA10298,8/6/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,40,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Mixed clajam muhcap prairie.,-80.61966382,25.55371667
AA10296,8/6/2010 0:00,helicopter,MFGX,Mixed Graminoid Freshwater Marsh,60,1,0,5,95,0,2,1,none,,50m x 50m grid cell,Mixed elecel rhyinu rhytra.,-80.61221814,25.54737593
AA10297,8/6/2010 0:00,helicopter,MFGX,Mixed Graminoid Freshwater Marsh,50,1,0,5,95,0,1,1,none,,50m x 50m grid cell,Mixed clajam elecel rhytra.,-80.61122272,25.5473733
AA10295,8/6/2010 0:00,helicopter,MFGX,Mixed Graminoid Freshwater Marsh,60,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Mixed clajam elecel rhytra.,-80.612726,25.54421668
AA10127,8/6/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,50,1,0,5,95,0,1,1,none,,50m x 50m grid cell,There are prairie pockets but this is a marsh. Exotic melqui below threshold.,-80.60327127,25.54373986
AA10135,8/6/2010 0:00,helicopter,MFGP,Graminoid Freshwater Prairie,40,1,0,5,95,0,2,1,none,,50m x 50m grid cell,,-80.57735011,25.55540669
AA10124,8/6/2010 0:00,helicopter,MFGPc,Sawgrass Prairie,60,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.58686908,25.53737331
AA10299,8/6/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,50,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Mixed clajam muhcap prairie.,-80.61182507,25.51486577
AA10112,8/6/2010 0:00,helicopter,MFGPc,Sawgrass Prairie,40,1,0,0,100,0,0,1,none,,50m x 50m grid cell,There are prairie pockets but this is a marsh.,-80.6312374,25.51265831
AA20168,9/24/2010 0:00,helicopter,FMa,Black Mangrove Forest,80,8,100,0,0,8,0,0,none,,50m x 50m grid cell,,-80.82081425,25.17436344
AA20148,9/24/2010 0:00,helicopter,FMc,Buttonwood Forest,95,8,55,30,15,8,4,8,none,,50m x 50m grid cell,,-80.84164793,25.17935417
AA20015,9/24/2010 0:00,helicopter,WMcS,Buttonwood Woodland-Succulent Marsh,90,8,50,10,40,8,3,1,none,,50m x 50m grid cell,,-80.84114879,25.18161135
AA20308,9/24/2010 0:00,helicopter,FMc,Buttonwood Forest,90,8,70,10,20,8,3,1,none,,50m x 50m grid cell,,-80.84263224,25.18567681
AA20307,9/24/2010 0:00,helicopter,FMc,Buttonwood Forest,90,8,55,45,0,8,4,0,none,,50m x 50m grid cell,N end difficult to fly due to high winds.,-80.84610705,25.18477738
AA20305,9/24/2010 0:00,helicopter,WMcS,Buttonwood Woodland-Succulent Marsh,90,7,40,40,20,7,3,1,none,,50m x 50m grid cell,,-80.86149341,25.18208333
AA20309,9/24/2010 0:00,helicopter,FMc,Buttonwood Forest,95,8,55,38,7,8,3,2,none,,50m x 50m grid cell,,-80.85751731,25.18749806
AA20035,9/24/2010 0:00,helicopter,FMr,Red Mangrove Forest,90,8,60,20,20,8,3,2,none,,50m x 50m grid cell,,-80.83864389,25.19967031
AA20144,9/30/2010 0:00,helicopter,FMr,Red Mangrove Forest,90,10,60,30,10,10,4,6,none,,50m x 50m grid cell,,-80.8386427,25.20057339
AA20010,9/30/2010 0:00,helicopter,FMXar,Black Mangrove-Red Mangrove Forest,90,10,60,20,20,10,4,4,none,,50m x 50m grid cell,,-80.83318402,25.20011579
AA20310,9/30/2010 0:00,helicopter,FMc,Buttonwood Forest,90,8,60,30,10,8,4,4,none,,50m x 50m grid cell,,-80.82574471,25.19649489
AA20203,9/30/2010 0:00,helicopter,ONWo,Open Water,0,0,0,0,0,0,0,0,none,,50m x 50m grid cell,No vegetation.,-80.80835646,25.20821344
AA20160,9/30/2010 0:00,helicopter,ONWo,Open Water,0,0,0,0,0,0,0,0,none,,50m x 50m grid cell,No vegetation.,-80.80636256,25.21362932
AA20008,9/30/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,60,3,5,65,30,5,3,2,none,,50m x 50m grid cell,Borderline SMr. There are patches of clajam but majority is open.,-80.81578916,25.21635061
AA20020,9/30/2010 0:00,helicopter,FMXcr,Buttonwood-Red Mangrove Forest,95,9,55,30,15,20,4,2,none,,50m x 50m grid cell,Exotic schter below threshold.,-80.83514549,25.21772808
AA20209,9/30/2010 0:00,helicopter,ONWo,Open Water,0,0,0,0,0,0,0,0,none,,50m x 50m grid cell,,-80.83764052,25.20779695
AA20224,9/30/2010 0:00,helicopter,SMc,Buttonwood Shrubland,90,4,30,60,10,8,4,2,none,EsS,50m x 50m grid cell,SMc code overrides WMcO found here.,-80.85699312,25.21142926
AA20107,9/30/2010 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,90,1.5,0,10,90,0,2,2,none,,50m x 50m grid cell,,-80.85947068,25.21504396
AA20095,9/30/2010 0:00,helicopter,FMXX,Mixed Mangrove Forest-Mixed,90,20,80,10,10,20,4,4,none,EsS,50m x 50m grid cell,,-80.85252112,25.21548873
AA20030,9/30/2010 0:00,helicopter,SSBT,Transitional Bayhead Shrubland,70,4,30,50,20,10,4,2,none,,50m x 50m grid cell,Excluded MFO patches. Patch of forest on E. SSBT code overrides WSH found here.,-80.85647134,25.23310268
AA20251,9/30/2010 0:00,helicopter,CMcGc,Buttonwood Scrub-Sawgrass Marsh,70,3,5,30,65,10,3,2,none,,50m x 50m grid cell,Dead conere is resprouting. Exotic schter below threshold.,-80.84108842,25.22812001
AA20102,9/30/2010 0:00,helicopter,SMc,Buttonwood Shrubland,90,4,35,55,10,8,4,2,none,,50m x 50m grid cell,The buttonwood in the tree layer makes this a buttonwood shrubland,-80.83761175,25.22947085
AA20059,9/30/2010 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,100,3,0,10,90,0,3,2,MFGtS,,50m x 50m grid cell,Part of tree island on SW is conere rhiman. MFGcSD understory.,-80.82868321,25.22449383
AA20217,9/30/2010 0:00,helicopter,CMXcrGc,Buttonwood-Red Mangrove Scrub-Sawgrass Marsh,60,3,15,55,30,7,4,2,none,,50m x 50m grid cell,,-80.82221562,25.23442006
AA20197,9/30/2010 0:00,helicopter,SSBT,Transitional Bayhead Shrubland,90,4,10,60,30,6,4,2,none,,50m x 50m grid cell,MFGcSS understory.,-80.80930688,25.23530704
AA20261,9/30/2010 0:00,helicopter,SMXcr,Buttonwood-Red Mangrove Shrubland,90,4,10,60,30,6,4,2,none,,50m x 50m grid cell,MFGcSS understory.,-80.80729762,25.25020519
AA20109,9/30/2010 0:00,helicopter,SSBT,Transitional Bayhead Shrubland,90,3,15,65,20,11,3,2,none,,50m x 50m grid cell,SSBT code overrides WSH found here.,-80.82119236,25.25518958
AA20315,9/30/2010 0:00,helicopter,MFGcTD,Tall Sawgrass Marsh-Dense,100,2,0,5,95,0,2,2,none,,50m x 50m grid cell,SSc on SE.,-80.83609477,25.24888625
AA20314,9/30/2010 0:00,helicopter,WMcG,Buttonwood Woodland-Graminoid Marsh,80,7,40,30,30,7,4,2,none,,50m x 50m grid cell,CMcGc understory.,-80.8425478,25.24798143
AA20025,9/30/2010 0:00,helicopter,SMr,Red Mangrove Shrubland,95,3,5,40,20,7,3,2,none,,50m x 50m grid cell,Split cell with ONWo. SMr with conere and some bayhead spp.,-80.83756312,25.2660454
AA20003,9/30/2010 0:00,helicopter,SSBT,Transitional Bayhead Shrubland,75,3,15,70,15,6,4,2,none,,50m x 50m grid cell,SSBT code overrides WMcG found here. MFGcSS understory.,-80.80628027,25.26555613
AA20046,9/30/2010 0:00,helicopter,FMc,Buttonwood Forest,90,10,60,30,10,10,4,2,none,,50m x 50m grid cell,,-80.80230119,25.26961468
AA20012,9/30/2010 0:00,helicopter,FSBT,Transitional Bayhead Forest,90,10,70,20,10,10,4,1,none,,50m x 50m grid cell,FMc accebtable. Trees 60perc conere 40perc bayhead spp.,-80.81519788,25.27911365
AA20169,9/30/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,40,3,0,80,20,0,3,2,none,,50m x 50m grid cell,Only 4perc clajam.,-80.81668638,25.28001858
AA20223,9/30/2010 0:00,helicopter,SSBT,Transitional Bayhead Shrubland,70,4,50,30,20,8,4,2,none,,50m x 50m grid cell,SSBT code overrides WMcG found here.,-80.83208165,25.2800369
AA20044,9/30/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,50,2,0,70,30,0,2,2,none,,50m x 50m grid cell,Understory 11perc clajam. Edge of forest on E. Classified scrub.,-80.83308477,25.27281346
AA20125,9/30/2010 0:00,helicopter,SSBT,Transitional Bayhead Shrubland,75,4,15,70,15,10,4,2,none,,50m x 50m grid cell,SSBT code overrides WSH found here. MFGcSS understory.,-80.84053307,25.27327323
AA20007,9/30/2010 0:00,helicopter,ONWo,Open Water,0,0,0,0,0,0,0,0,none,,50m x 50m grid cell,Mostly open water. Parts of tree islands rhiman mettox conere clajam.,-80.86386699,25.27871504
AA20016,9/30/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,50,2,0,70,30,0,2,2,none,,50m x 50m grid cell,Understory 9perc clajam. Part of tree island on NW is conere chrica mettox.,-80.85342338,25.29089652
AA20163,9/30/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,50,2,0,90,10,0,2,1,none,,50m x 50m grid cell,,-80.85489994,25.30218637
AA20181,9/30/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,40,2,0,90,10,0,2,1,none,,50m x 50m grid cell,,-80.83405155,25.2922306
AA20121,9/30/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,20,1,0,2,98,0,1,1,none,,50m x 50m grid cell,,-80.79530211,25.29760034
AA20154,9/30/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,25,1,0,2,98,0,1,1,none,,50m x 50m grid cell,,-80.79728438,25.30031229
AA20256,9/30/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,25,1,0,3,97,0,1,1,none,,50m x 50m grid cell,,-80.7898385,25.29759266
AA20247,9/30/2010 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,40,2,0,30,70,0,2,1,none,,50m x 50m grid cell,Tree island is taxdis chrica rhiman.,-80.76651129,25.28852689
AA20249,10/7/2010 0:00,helicopter,MFGe,Spikerush Marsh,30,2,0,15,85,0,2,1,none,,50m x 50m grid cell,,-80.79285777,25.27456863
AA20255,10/7/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,50,2,0,50,50,0,2,1,none,,50m x 50m grid cell,Understory 13perc graminoid elecel dominant.,-80.77745993,25.27635236
AA20196,10/7/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,40,1,0,2,98,0,1,1,none,,50m x 50m grid cell,,-80.74418175,25.27900763
AA20151,10/7/2010 0:00,helicopter,CMrGe,Red Mangrove Scrub-Spikerush Marsh,50,2,0,60,40,0,2,1,none,,50m x 50m grid cell,,-80.74470954,25.26410788
AA20136,10/7/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,40,2,0,70,30,0,2,1,none,,50m x 50m grid cell,Understory 12perc graminoid clajam dominant.,-80.74272808,25.26184677
AA20130,10/7/2010 0:00,helicopter,MFO,Open Freshwater Marsh,5,2,0,5,95,0,2,1,none,,50m x 50m grid cell,Overall cover overestimated on datasheet.,-80.77798447,25.26100092
AA20161,10/7/2010 0:00,helicopter,SSy,Cocoplum Shrubland,100,10,70,25,5,10,4,4,none,,50m x 50m grid cell,SSy because chrica 69perc of cell. FSB borderline.,-80.78295471,25.25829909
AA20165,10/7/2010 0:00,helicopter,MFGcTD,Tall Sawgrass Marsh-Dense,80,2,0,0,100,0,0,2,none,,50m x 50m grid cell,Part of tree island on W mostly rhiman.,-80.80033777,25.2556144
AA20091,10/7/2010 0:00,helicopter,CSmGc,Wax Myrtle Scrub-Sawgrass Marsh,60,2,0,20,80,0,3,2,MFGtS,,50m x 50m grid cell,,-80.77502351,25.25106263
AA20141,10/7/2010 0:00,helicopter,CSBTGc,Transitional Bayhead Swamp Scrub-Sawgrass Marsh,70,3,0,50,50,0,3,1,none,,50m x 50m grid cell,,-80.77155137,25.24925115
AA20052,10/7/2010 0:00,helicopter,FSB,Bayhead Forest,100,10,60,30,10,10,4,2,below threshold,,50m x 50m grid cell,SSy borderline because chrica 51perc of cell.,-80.75170261,25.24380067
AA20167,10/7/2010 0:00,helicopter,SSBT,Transitional Bayhead Shrubland,90,4,0,90,10,0,4,2,below threshold,,50m x 50m grid cell,,-80.74327397,25.23836782
AA20178,10/7/2010 0:00,helicopter,SSBT,Transitional Bayhead Shrubland,75,4,0,80,20,0,4,1,none,,50m x 50m grid cell,,-80.74575904,25.23701751
AA20053,10/7/2010 0:00,helicopter,CSBGc,Bayhead Swamp Scrub-Sawgrass Marsh,90,4,0,40,60,0,4,2,MFGtS,,50m x 50m grid cell,,-80.76610636,25.24066342
AA20093,10/7/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,50,3,2,78,20,NA,3,1,none,,50m x 50m grid cell,,-80.77007294,25.24337887
AA20079,10/7/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,60,5,5,5,90,5,2,1,none,,50m x 50m grid cell,Mixed clajam muhcap prairie.,-80.7108872,25.28797683
AA20128,10/7/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,50,1,0,5,95,0,2,1,none,,50m x 50m grid cell,Mixed clajam muhcap prairie.,-80.7163535,25.28663284
AA20075,10/7/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,50,1,0,10,90,0,3,1,none,,50m x 50m grid cell,Tree cover densities at cutoff point.,-80.70941877,25.27894327
AA20123,10/7/2010 0:00,helicopter,CStGc,Cypress Scrub-Sawgrass Marsh,50,4,5,25,70,5,4,1,none,,50m x 50m grid cell,Part of tree island in SW is chrica taxdis.,-80.70843309,25.27578059
AA20028,10/7/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,40,1,0,30,70,0,2,1,none,,50m x 50m grid cell,Not CMrGc because rhiman clustered in center.,-80.72630768,25.27716943
AA20226,10/7/2010 0:00,helicopter,MFGPc,Sawgrass Prairie,50,1,0,5,95,0,2,1,none,,50m x 50m grid cell,,-80.73226201,25.27943802
AA20070,10/7/2010 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,60,2,0,30,70,0,2,1,none,,50m x 50m grid cell,Part of tree island in NE. Bayhead species are only 5.4% of the cover.,-80.73225606,25.28214722
AA20036,10/7/2010 0:00,helicopter,MFGPc,Sawgrass Prairie,50,2,0,10,90,0,2,1,none,,50m x 50m grid cell,,-80.73721941,25.28351074
AA20031,10/7/2010 0:00,helicopter,MFGPm,Muhly Grass Prairie,40,1,0,20,80,0,2,1,none,,50m x 50m grid cell,,-80.74018767,25.28893441
AA20234,10/7/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,40,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Mixed clajam muhcap prairie.,-80.73770148,25.29028461
AA20201,10/7/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,40,1,0,5,95,0,1,1,none,,50m x 50m grid cell,Mixed clajam muhcap prairie.,-80.7392156,25.27899894
AA20068,10/7/2010 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,50,2,0,40,60,0,2,1,none,,50m x 50m grid cell,,-80.73426814,25.27041095
AA20191,10/7/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,30,1,0,5,95,0,2,1,none,,50m x 50m grid cell,,-80.71441343,25.2667616
AA20004,10/7/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,40,1,0,10,90,0,2,1,none,,50m x 50m grid cell,,-80.69603834,25.26762797
AA20183,10/7/2010 0:00,helicopter,MFGe,Spikerush Marsh,30,2,0,15,85,0,2,1,none,,50m x 50m grid cell,,-80.70549163,25.25997105
AA20034,10/7/2010 0:00,helicopter,MFGe,Spikerush Marsh,20,1,0,5,95,0,2,1,none,,50m x 50m grid cell,,-80.70403047,25.24822821
AA20204,10/7/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,40,1,0,10,90,0,2,1,none,,50m x 50m grid cell,,-80.69559918,25.24459879
AA20159,10/7/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,30,1,0,20,80,0,2,1,none,,50m x 50m grid cell,Did not take NE photo.,-80.69610352,25.24143907
AA20132,10/7/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,25,1,0,8,92,0,2,1,none,,50m x 50m grid cell,,-80.70156127,25.24280481
AA20149,10/15/2010 0:00,helicopter,FMc,Buttonwood Forest,90,20,60,20,20,20,4,4,none,,50m x 50m grid cell,,-80.79750962,25.16439946
AA20303,10/15/2010 0:00,helicopter,FMc,Buttonwood Forest,85,20,70,10,20,20,4,4,none,,50m x 50m grid cell,,-80.78460651,25.16618742
AA20304,10/15/2010 0:00,helicopter,FMc,Buttonwood Forest,80,20,60,20,20,20,4,4,none,,50m x 50m grid cell,,-80.7786518,25.16663018
AA20180,10/15/2010 0:00,helicopter,MSSb,Saltwort Marsh,90,1,0,10,90,0,3,1,none,,50m x 50m grid cell,White zone.,-80.78012408,25.17566322
AA20306,10/15/2010 0:00,helicopter,FMc,Buttonwood Forest,90,20,70,25,5,20,4,1,none,,50m x 50m grid cell,,-80.79301452,25.18200339
AA20135,10/15/2010 0:00,helicopter,ONWo,Open Water,0,0,0,0,0,0,0,0,none,,50m x 50m grid cell,,-80.76772345,25.17338657
AA20189,10/15/2010 0:00,helicopter,WMaS,Black Mangrove Woodland-Succulent Marsh,90,8,30,30,40,8,3,1,none,,50m x 50m grid cell,,-80.76377397,25.16299485
AA20147,10/15/2010 0:00,helicopter,ONWo,Open Water,0,0,0,0,0,0,0,0,none,,50m x 50m grid cell,,-80.74787042,25.17606333
AA20098,10/15/2010 0:00,helicopter,FMa,Black Mangrove Forest,90,15,70,10,20,15,3,1,none,,50m x 50m grid cell,,-80.74739004,25.16838631
AA20302,10/15/2010 0:00,helicopter,MSO,Open Salt Marsh,25,2,0,60,40,0,2,1,none,,50m x 50m grid cell,Not CMaSb because aviger clumped on NW.,-80.73652289,25.14579026
AA20032,10/15/2010 0:00,helicopter,FMa,Black Mangrove Forest,100,10,70,30,0,10,3,0,none,,50m x 50m grid cell,,-80.73502687,25.14939994
AA20011,10/15/2010 0:00,helicopter,FMa,Black Mangrove Forest,80,10,70,30,0,10,3,0,none,,50m x 50m grid cell,,-80.73155129,25.1507483
AA20106,10/15/2010 0:00,helicopter,CMaS,Black Mangrove Scrub-Succulent Marsh,90,3,0,50,50,0,3,1,none,,50m x 50m grid cell,MSS understory. Mixed batmat saramb sualin.,-80.71913757,25.15569224
AA20023,10/15/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,90,2,20,80,0,8,2,0,none,,50m x 50m grid cell,CMrO code overrides WMcO found here.,-80.70224013,25.16785084
AA20086,10/15/2010 0:00,helicopter,FMc,Buttonwood Forest,100,8,70,25,5,8,3,1,none,,50m x 50m grid cell,,-80.70372098,25.17101459
AA20231,10/15/2010 0:00,helicopter,ONWo,Open Water,0,0,0,0,0,0,0,0,none,,50m x 50m grid cell,,-80.74088355,25.19501595
AA20131,10/15/2010 0:00,helicopter,FMc,Buttonwood Forest,90,10,70,30,0,10,4,0,none,EsS,50m x 50m grid cell,Exotic schter 18perc of cell.,-80.7741331,25.195522
AA20122,10/15/2010 0:00,helicopter,ONWo,Open Water,0,0,0,0,0,0,0,0,none,,50m x 50m grid cell,,-80.77861102,25.1892072
AA20042,10/15/2010 0:00,helicopter,MFGcTS,Tall Sawgrass Marsh-Sparse,90,2,5,0,95,5,0,2,MFGtS,,50m x 50m grid cell,,-80.78650222,25.21721429
AA20139,10/15/2010 0:00,helicopter,SMXcr,Buttonwood-Red Mangrove Shrubland,75,3,10,70,20,5,3,2,none,,50m x 50m grid cell,,-80.78797332,25.22760181
AA20188,10/15/2010 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,70,3,0,60,40,0,3,2,none,,50m x 50m grid cell,,-80.79788579,25.23709801
AA20072,10/15/2010 0:00,helicopter,SMXcr,Buttonwood-Red Mangrove Shrubland,80,3,5,75,20,NA,3,2,none,,50m x 50m grid cell,,-80.79738485,25.23980655
AA20115,10/15/2010 0:00,helicopter,SSBT,Transitional Bayhead Shrubland,80,4,30,60,10,5,4,2,none,,50m x 50m grid cell,SSBT code overrides WSH found here. SMXry acceptable.,-80.77903146,25.23120102
AA20105,10/15/2010 0:00,helicopter,CMcO,Buttonwood Scrub-Open Marsh,50,2,5,75,20,8,3,1,none,,50m x 50m grid cell,,-80.76068773,25.21898091
AA20022,10/15/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,50,2,5,75,20,8,2,2,none,,50m x 50m grid cell,,-80.75870847,25.21581692
AA20150,10/15/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,50,3,15,75,10,7,3,2,none,,50m x 50m grid cell,,-80.75326492,25.20768024
AA20094,10/15/2010 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,90,3,0,20,80,0,3,3,MFGtS,,50m x 50m grid cell,conere overestimated. Only 5% bayhead species,-80.74877111,25.22076729
AA20232,10/15/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,60,2,0,90,10,0,3,1,none,,50m x 50m grid cell,Part of tree island on W.,-80.73240644,25.21351396
AA20073,10/15/2010 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,60,2,0,40,60,0,2,2,none,,50m x 50m grid cell,,-80.71655259,25.20084134
AA20013,10/15/2010 0:00,helicopter,CMXcrGc,Buttonwood-Red Mangrove Scrub-Sawgrass Marsh,100,2,0,20,80,0,2,2,MFGtS,,50m x 50m grid cell,,-80.71407111,25.20083656
AA20152,10/15/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,60,2,0,80,20,0,2,1,none,,50m x 50m grid cell,Understory 7perc graminoid elecel clajam.,-80.69818186,25.20396576
AA20246,10/15/2010 0:00,helicopter,SSy,Cocoplum Shrubland,100,5,20,70,10,5,4,2,none,,50m x 50m grid cell,SSy because chrica 63perc of cell. SSy code overrides WSH found here.,-80.70458699,25.22339482
AA20096,10/15/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,30,2,0,70,30,0,2,1,none,,50m x 50m grid cell,Lots of periphyton.,-80.71997293,25.22432784
AA20264,10/15/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,25,2,0,70,30,0,2,1,none,,50m x 50m grid cell,,-80.7249338,25.22569177
AA20019,10/15/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,35,2,0,80,20,0,2,1,none,,50m x 50m grid cell,,-80.72593571,25.22162979
AA20099,10/15/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,30,2,0,80,20,0,2,1,none,,50m x 50m grid cell,Part of tree island on E is chrica myrcer rhiman.,-80.72544338,25.21982273
AA20158,10/15/2010 0:00,helicopter,SSBT,Transitional Bayhead Shrubland,90,4,10,80,10,6,4,2,none,,50m x 50m grid cell,,-80.72892,25.21892607
AA20014,10/15/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,50,2,0,80,20,0,2,2,none,,50m x 50m grid cell,Clumped chrica on NE.,-80.73437811,25.21983905
AA20063,10/15/2010 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,50,2,0,80,20,0,2,1,none,,50m x 50m grid cell,Tree island on SW is chrica rhiman myrcer.,-80.73881075,25.23610231
AA20229,10/15/2010 0:00,helicopter,MFGe,Spikerush Marsh,25,2,0,30,70,0,2,1,none,,50m x 50m grid cell,,-80.73581747,25.24287004
AA20236,11/10/2010 0:00,helicopter,MFGe,Spikerush Marsh,25,1,0,30,70,0,2,1,none,,50m x 50m grid cell,,-80.72635931,25.25414123
AA20221,11/10/2010 0:00,helicopter,MFGe,Spikerush Marsh,25,1,0,5,95,0,2,1,none,,50m x 50m grid cell,,-80.72388185,25.25187894
AA20103,11/10/2010 0:00,helicopter,MFGe,Spikerush Marsh,25,1,0,10,90,0,2,1,none,,50m x 50m grid cell,,-80.71793944,25.24509467
AA20156,11/10/2010 0:00,helicopter,SSy,Cocoplum Shrubland,100,10,100,0,0,10,0,0,none,,50m x 50m grid cell,SSy because 60perc chrica. FSB acceptable. Fringe of rhiman.,-80.71547389,25.23786536
AA20119,11/10/2010 0:00,helicopter,MFGe,Spikerush Marsh,30,1,0,5,95,0,2,1,none,,50m x 50m grid cell,,-80.7115183,25.23108464
AA20252,11/10/2010 0:00,helicopter,MFGe,Spikerush Marsh,25,1,0,5,95,0,2,1,none,,50m x 50m grid cell,,-80.70306932,25.23513173
AA20066,11/10/2010 0:00,helicopter,SMa,Black Mangrove Shrubland,95,5,20,60,20,7,4,1,none,,50m x 50m grid cell,SMa code overrides WMaS found here. Split cell with MSS minority.,-80.68402282,25.11317654
